,NO_1_NO_3,NO_3_NO_1,NO_5_NO_3,NO_3_NO_5,NO_4_NO_3,NO_3_NO_4,SE_2_NO_3,NO_3_SE_2,NO_3_NO_1_net_export,NO_3_NO_4_net_export,NO_3_NO_5_net_export,NO_3_SE_2_net_export,Net Export
2026-01-05 06:00:00+00:00,0.0,137.08401775,143.1213965,0.0,716.69372975,0.0,63.30732675,0.0,137.08401775,-716.69372975,-143.1213965,-63.30732675,-786.0384352499999
2026-01-05 07:00:00+00:00,0.0,138.99978275,113.59449175,0.0,686.931558,0.0,87.484299,0.0,138.99978275,-686.931558,-113.59449175,-87.484299,-749.0105659999999
2026-01-05 08:00:00+00:00,0.0,123.82997675,107.46990825,0.0,694.6095680000001,0.0,85.38164975,0.0,123.82997675,-694.6095680000001,-107.46990825,-85.38164975,-763.63114925
2026-01-05 09:00:00+00:00,0.0,103.143019,169.1455305,0.0,710.0644595,0.0,126.49321125,0.0,103.143019,-710.0644595,-169.1455305,-126.49321125,-902.56018225
2026-01-05 10:00:00+00:00,0.0,117.848395,189.64093375,0.0,664.6640045,0.0,152.37936175,0.0,117.848395,-664.6640045,-189.64093375,-152.37936175,-888.8359050000001
2026-01-05 11:00:00+00:00,0.0,139.50811,155.85599725,0.0,615.703546,0.0,96.041888,0.0,139.50811,-615.703546,-155.85599725,-96.041888,-728.0933212499999
2026-01-05 12:00:00+00:00,0.0,149.405851,152.20752825,0.0,647.50032875,0.0,111.9675005,0.0,149.405851,-647.50032875,-152.20752825,-111.9675005,-762.2695065
2026-01-05 13:00:00+00:00,0.0,127.88390775,179.4609415,0.0,684.68680875,0.0,139.1570585,0.0,127.88390775,-684.68680875,-179.4609415,-139.1570585,-875.420901
2026-01-05 14:00:00+00:00,0.0,132.8753345,218.02403049999998,0.0,700.8791187500001,0.0,195.27414775,0.0,132.8753345,-700.8791187500001,-218.02403049999998,-195.27414775,-981.3019625000001
2026-01-05 15:00:00+00:00,0.0,103.1796705,180.7326675,0.0,695.45484,0.0,129.14602475,0.0,103.1796705,-695.45484,-180.7326675,-129.14602475,-902.1538617499999
2026-01-05 16:00:00+00:00,0.0,141.54349075000002,134.35502725,0.0,714.99849325,0.0,166.13593175,0.0,141.54349075000002,-714.99849325,-134.35502725,-166.13593175,-873.9459615000001
2026-01-05 17:00:00+00:00,0.0,174.1979825,50.2619695,0.0,743.78867825,0.0,169.52228875,0.0,174.1979825,-743.78867825,-50.2619695,-169.52228875,-789.374954
2026-01-05 18:00:00+00:00,0.0,128.05886675,165.23563175,0.0,688.45839925,0.0,69.5057335,0.0,128.05886675,-688.45839925,-165.23563175,-69.5057335,-795.14089775
2026-01-05 19:00:00+00:00,0.0,146.156816,129.60975374999998,0.0,709.23651875,0.0,79.64972025,0.0,146.156816,-709.23651875,-129.60975374999998,-79.64972025,-772.33917675
2026-01-05 20:00:00+00:00,0.0,95.7705565,200.76908175,0.0,692.5259225,0.0,27.84401,0.0,95.7705565,-692.5259225,-200.76908175,-27.84401,-825.3684577500001
2026-01-05 21:00:00+00:00,0.0,78.34040375000001,252.46668925,0.0,674.188489,0.0,0.0,39.549358500000004,78.34040375000001,-674.188489,-252.46668925,39.549358500000004,-808.7654159999998
2026-01-05 22:00:00+00:00,0.0,68.71944425,277.6377085,0.0,664.76606325,0.0,0.0,126.52253149999999,68.71944425,-664.76606325,-277.6377085,126.52253149999999,-747.1617959999999
2026-01-05 23:00:00+00:00,0.0,81.95476175,245.99161125,0.0,672.993526,0.0,0.0,273.61700425000004,81.95476175,-672.993526,-245.99161125,273.61700425000004,-563.41337125
2026-01-06 00:00:00+00:00,0.0,97.14586025,198.132517,0.0,669.15320575,0.0,0.0,284.1096955,97.14586025,-669.15320575,-198.132517,284.1096955,-486.03016699999995
2026-01-06 01:00:00+00:00,0.0,92.53349625,218.836109,0.0,670.67066075,0.0,0.0,326.80883775,92.53349625,-670.67066075,-218.836109,326.80883775,-470.16443575
2026-01-06 02:00:00+00:00,0.0,87.96918975,219.396253,0.0,658.87189925,0.0,0.0,300.488556,87.96918975,-658.87189925,-219.396253,300.488556,-489.8104064999999
2026-01-06 03:00:00+00:00,0.0,86.436717,225.20623,0.0,673.6408135,0.0,0.0,240.701885,86.436717,-673.6408135,-225.20623,240.701885,-571.7084414999999
2026-01-06 04:00:00+00:00,0.0,94.85340925,223.414604,0.0,694.9509324999999,0.0,0.0,231.9021875,94.85340925,-694.9509324999999,-223.414604,231.9021875,-591.6099397499999
2026-01-06 05:00:00+00:00,0.0,115.50776375000001,253.42938500000002,0.0,692.67690125,0.0,0.0,245.46590425,115.50776375000001,-692.67690125,-253.42938500000002,245.46590425,-585.1326182500001
2026-01-06 06:00:00+00:00,0.0,118.267145,246.12288275,0.0,688.2536995,0.0,0.0,170.18627525,118.267145,-688.2536995,-246.12288275,170.18627525,-645.923162
2026-01-06 07:00:00+00:00,0.0,153.52328175000002,229.561866,0.0,711.23175125,0.0,0.0,75.65365274999999,153.52328175000002,-711.23175125,-229.561866,75.65365274999999,-711.61668275
2026-01-06 08:00:00+00:00,0.0,159.64172775,171.40532725,0.0,742.75493725,0.0,0.0,73.25195375,159.64172775,-742.75493725,-171.40532725,73.25195375,-681.2665830000001
2026-01-06 09:00:00+00:00,0.0,134.82434875,199.193219,0.0,732.90367425,0.0,0.0,103.21418399999999,134.82434875,-732.90367425,-199.193219,103.21418399999999,-694.0583604999999
2026-01-06 10:00:00+00:00,0.0,156.1851475,174.46296875000002,0.0,755.2328130000001,0.0,0.0,96.71777349999999,156.1851475,-755.2328130000001,-174.46296875000002,96.71777349999999,-676.79286075
2026-01-06 11:00:00+00:00,0.0,173.19057825000002,123.30133625,0.0,807.8293657500001,0.0,0.0,135.61751375,173.19057825000002,-807.8293657500001,-123.30133625,135.61751375,-622.3226099999999
2026-01-06 12:00:00+00:00,0.0,183.11249275,86.6065775,0.0,776.91734075,0.0,0.0,111.73826975,183.11249275,-776.91734075,-86.6065775,111.73826975,-568.67315575
2026-01-06 13:00:00+00:00,0.0,171.3016625,142.819378,0.0,772.940167,0.0,0.0,112.72256075,171.3016625,-772.940167,-142.819378,112.72256075,-631.73532175
2026-01-06 14:00:00+00:00,0.0,162.95417675,219.24874175,0.0,804.756126,0.0,18.773008249999997,7.6382045,162.95417675,-804.756126,-219.24874175,-11.134803749999996,-872.18549475
2026-01-06 15:00:00+00:00,0.0,168.09665375,175.2489385,0.0,817.57023975,0.0,52.651288,0.0,168.09665375,-817.57023975,-175.2489385,-52.651288,-877.3738125000001
2026-01-06 16:00:00+00:00,0.0,181.90706724999998,105.613377,0.0,827.42119,0.0,0.0,41.596716,181.90706724999998,-827.42119,-105.613377,41.596716,-709.5307837500001
2026-01-06 17:00:00+00:00,0.0,209.47690175,55.4206055,0.0,788.0873995,0.0,0.0,82.0516375,209.47690175,-788.0873995,-55.4206055,82.0516375,-551.9794657499999
2026-01-06 18:00:00+00:00,0.0,212.665724,61.6564045,0.0,757.34592675,0.0,0.0,95.57599725,212.665724,-757.34592675,-61.6564045,95.57599725,-510.76061000000004
2026-01-06 19:00:00+00:00,0.0,221.07079675,72.29045024999999,0.0,698.04703225,0.0,0.0,177.9032325,221.07079675,-698.04703225,-72.29045024999999,177.9032325,-371.3634532500001
