,PL_LT,LT_PL,LT_LV,LV_LT,LT_SE_4,SE_4_LT,LT_LV_net_export,LT_PL_net_export,LT_SE_4_net_export,Net Export
2026-01-07 16:00:00+00:00,12.525,60.375,0.0,734.5,0.0,732.8536985000001,-734.5,47.85,-732.8536985000001,-1419.5036985000002
2026-01-07 17:00:00+00:00,45.474999999999994,3.325,0.0,527.5,0.0,732.876251,-527.5,-42.14999999999999,-732.876251,-1302.526251
2026-01-07 18:00:00+00:00,148.575,0.0,0.0,484.5,0.0,733.04515075,-484.5,-148.575,-733.04515075,-1366.12015075
2026-01-07 19:00:00+00:00,124.85,3.425,0.0,430.375,0.0,733.06767275,-430.375,-121.425,-733.06767275,-1284.86767275
2026-01-07 20:00:00+00:00,111.30000000000001,0.0,0.0,507.875,0.0,733.15213025,-507.875,-111.30000000000001,-733.15213025,-1352.32713025
2026-01-07 21:00:00+00:00,119.27499999999999,0.0,0.0,578.625,0.0,733.06767275,-578.625,-119.27499999999999,-733.06767275,-1430.96767275
2026-01-07 22:00:00+00:00,105.375,0.0,0.0,600.125,0.0,733.02825925,-600.125,-105.375,-733.02825925,-1438.52825925
2026-01-07 23:00:00+00:00,152.55,0.0,0.0,609.875,0.0,733.18591325,-609.875,-152.55,-733.18591325,-1495.61091325
2026-01-08 00:00:00+00:00,98.2,0.0,0.0,604.0,0.0,733.1859285,-604.0,-98.2,-733.1859285,-1435.3859285
2026-01-08 01:00:00+00:00,97.525,0.0,0.0,574.125,0.0,733.214081,-574.125,-97.525,-733.214081,-1404.864081
2026-01-08 02:00:00+00:00,130.675,0.0,0.0,587.0,0.0,733.20282,-587.0,-130.675,-733.20282,-1450.87782
2026-01-08 03:00:00+00:00,158.675,0.0,0.0,618.125,0.0,733.146515,-618.125,-158.675,-733.146515,-1509.946515
2026-01-08 04:00:00+00:00,134.2,5.6,0.0,648.0,0.0,733.033905,-648.0,-128.6,-733.033905,-1509.6339050000001
2026-01-08 05:00:00+00:00,133.425,0.0,0.0,345.625,0.0,733.1183625,-345.625,-133.425,-733.1183625,-1212.1683625
2026-01-08 06:00:00+00:00,109.75,0.0,0.0,381.875,0.0,732.96632375,-381.875,-109.75,-732.96632375,-1224.59132375
2026-01-08 07:00:00+00:00,97.89999999999999,0.0,0.0,604.875,0.0,732.9268950000001,-604.875,-97.89999999999999,-732.9268950000001,-1435.7018950000001
2026-01-08 08:00:00+00:00,86.75,0.0,0.0,627.5,0.0,732.87059,-627.5,-86.75,-732.87059,-1447.12059
