,NO_4_SE_2,SE_2_NO_4,NO_4_NO_3,NO_3_NO_4,NO_4_SE_1,SE_1_NO_4,NO_4_SE_2_net_export,NO_4_NO_3_net_export,NO_4_SE_1_net_export,Net Export
2026-02-10 04:00:00+00:00,0.0,6.55,1035.55,0.0,0.0,0.0,-6.55,1035.55,0.0,1029.0
2026-02-10 05:00:00+00:00,29.725,0.7,1003.45,0.0,0.0,0.0,29.025000000000002,1003.45,0.0,1032.4750000000001
2026-02-10 06:00:00+00:00,138.875,0.0,890.775,0.0,0.0,0.0,138.875,890.775,0.0,1029.65
2026-02-10 07:00:00+00:00,0.0,30.225,935.8,0.0,0.0,0.0,-30.225,935.8,0.0,905.5749999999999
2026-02-10 08:00:00+00:00,0.0,34.6,927.525,0.0,0.0,0.0,-34.6,927.525,0.0,892.925
2026-02-10 09:00:00+00:00,0.0,32.725,905.75,0.0,0.0,0.15,-32.725,905.75,-0.15,872.875
2026-02-10 10:00:00+00:00,0.0,19.35,829.3,0.0,0.025,0.15,-19.35,829.3,-0.125,809.8249999999999
2026-02-10 11:00:00+00:00,0.0,11.45,810.25,0.0,0.0,0.2,-11.45,810.25,-0.2,798.5999999999999
2026-02-10 12:00:00+00:00,0.0,7.1,782.0,0.0,0.0,1.8,-7.1,782.0,-1.8,773.1
2026-02-10 13:00:00+00:00,0.0,0.0,821.7,0.0,0.0,0.1,0.0,821.7,-0.1,821.6
2026-02-10 14:00:00+00:00,0.0,6.125,804.7,0.0,0.0,0.35,-6.125,804.7,-0.35,798.225
2026-02-10 15:00:00+00:00,0.075,0.55,829.7,0.0,0.0,0.075,-0.47500000000000003,829.7,-0.075,829.15
2026-02-10 16:00:00+00:00,0.0,0.25,852.025,0.0,0.0,0.0,-0.25,852.025,0.0,851.775
2026-02-10 17:00:00+00:00,0.0,0.1,895.8,0.0,0.0,1.55,-0.1,895.8,-1.55,894.15
2026-02-10 18:00:00+00:00,0.0,0.3,841.45,0.0,0.0,0.6,-0.3,841.45,-0.6,840.5500000000001
2026-02-10 19:00:00+00:00,0.0,0.05,821.85,0.0,0.05,0.05,-0.05,821.85,0.0,821.8000000000001
2026-02-10 20:00:00+00:00,0.025,0.0,802.625,0.0,0.025,0.0,0.025,802.625,0.025,802.675
2026-02-10 21:00:00+00:00,0.025,0.0,927.7,0.0,0.0,0.0,0.025,927.7,0.0,927.725
2026-02-10 22:00:00+00:00,0.025,0.625,967.25,0.0,0.0,0.0,-0.6,967.25,0.0,966.65
2026-02-10 23:00:00+00:00,0.05,0.0,785.725,0.0,143.1,0.0,0.05,785.725,143.1,928.875
2026-02-11 00:00:00+00:00,0.0,0.0,770.075,0.0,179.975,0.0,0.0,770.075,179.975,950.0500000000001
2026-02-11 01:00:00+00:00,0.0,0.925,722.775,0.0,249.075,0.0,-0.925,722.775,249.075,970.925
2026-02-11 02:00:00+00:00,0.025,0.0,685.125,0.0,288.075,0.0,0.025,685.125,288.075,973.2249999999999
2026-02-11 03:00:00+00:00,0.025,0.475,604.525,0.0,353.025,0.0,-0.44999999999999996,604.525,353.025,957.0999999999999
2026-02-11 04:00:00+00:00,0.05,0.0,615.2,0.0,332.575,0.0,0.05,615.2,332.575,947.825
2026-02-11 05:00:00+00:00,0.025,0.075,955.275,0.0,0.025,1.275,-0.049999999999999996,955.275,-1.25,953.975
2026-02-11 06:00:00+00:00,0.0,0.525,924.45,0.0,0.0,0.125,-0.525,924.45,-0.125,923.8000000000001
2026-02-11 07:00:00+00:00,0.0,0.0,935.225,0.0,0.0,0.025,0.0,935.225,-0.025,935.2
2026-02-11 08:00:00+00:00,0.025,0.0,939.525,0.0,0.0,0.0,0.025,939.525,0.0,939.55
2026-02-11 09:00:00+00:00,0.025,0.3,954.825,0.0,0.025,0.0,-0.27499999999999997,954.825,0.025,954.575
2026-02-11 10:00:00+00:00,0.0,4.875,949.825,0.0,0.025,0.0,-4.875,949.825,0.025,944.975
2026-02-11 11:00:00+00:00,22.1,0.0,990.325,0.0,0.0,0.0,22.1,990.325,0.0,1012.4250000000001
2026-02-11 12:00:00+00:00,58.35,0.0,965.275,0.0,0.0,0.0,58.35,965.275,0.0,1023.625
2026-02-11 13:00:00+00:00,73.1,0.0,947.725,0.0,0.025,0.0,73.1,947.725,0.025,1020.85
2026-02-11 14:00:00+00:00,89.175,0.0,870.125,0.0,0.0,0.275,89.175,870.125,-0.275,959.025
2026-02-11 15:00:00+00:00,150.025,0.0,792.575,0.0,0.0,0.0,150.025,792.575,0.0,942.6
2026-02-11 16:00:00+00:00,146.55,0.0,831.65,0.0,0.0,0.625,146.55,831.65,-0.625,977.575
2026-02-11 17:00:00+00:00,172.6,0.0,829.625,0.0,0.025,1.95,172.6,829.625,-1.925,1000.3000000000001
2026-02-11 18:00:00+00:00,91.725,0.0,929.925,0.0,0.0,0.825,91.725,929.925,-0.825,1020.8249999999999
2026-02-11 19:00:00+00:00,0.0,2.95,1034.85,0.0,0.0,0.0,-2.95,1034.85,0.0,1031.8999999999999
2026-02-11 20:00:00+00:00,0.0,7.975,1002.4,0.0,0.0,0.0,-7.975,1002.4,0.0,994.425
2026-02-11 21:00:00+00:00,0.0,1.625,1019.675,0.0,0.0,0.0,-1.625,1019.675,0.0,1018.05
2026-02-11 22:00:00+00:00,0.0,7.475,1044.65,0.0,0.0,0.125,-7.475,1044.65,-0.125,1037.0500000000002
2026-02-11 23:00:00+00:00,0.0,5.625,833.575,0.0,232.6,0.0,-5.625,833.575,232.6,1060.55
2026-02-12 00:00:00+00:00,0.0,2.7,771.4,0.0,299.725,0.0,-2.7,771.4,299.725,1068.425
2026-02-12 01:00:00+00:00,0.025,0.0,750.975,0.0,326.9,0.0,0.025,750.975,326.9,1077.9
2026-02-12 02:00:00+00:00,0.0,5.95,656.275,0.0,402.5,0.0,-5.95,656.275,402.5,1052.8249999999998
2026-02-12 03:00:00+00:00,0.0,0.475,650.975,0.0,379.3,0.0,-0.475,650.975,379.3,1029.8
2026-02-12 04:00:00+00:00,0.025,0.0,601.275,0.0,388.675,0.0,0.025,601.275,388.675,989.9749999999999
2026-02-12 05:00:00+00:00,0.075,5.75,608.325,0.0,321.3,0.0,-5.675,608.325,321.3,923.95
2026-02-12 06:00:00+00:00,0.0,26.975,854.8,0.0,1.9,0.0,-26.975,854.8,1.9,829.7249999999999
2026-02-12 07:00:00+00:00,0.0,39.5,817.75,0.0,3.3,0.075,-39.5,817.75,3.2249999999999996,781.475
2026-02-12 08:00:00+00:00,0.0,77.025,806.95,0.0,2.075,0.15,-77.025,806.95,1.9250000000000003,731.85
2026-02-12 09:00:00+00:00,0.0,88.475,985.075,0.0,0.0,0.25,-88.475,985.075,-0.25,896.35
2026-02-12 10:00:00+00:00,0.0,94.8,795.025,0.0,28.25,0.0,-94.8,795.025,28.25,728.475
2026-02-12 11:00:00+00:00,0.0,43.9,792.7,0.0,3.4,0.0,-43.9,792.7,3.4,752.2
2026-02-12 12:00:00+00:00,0.0,49.225,801.625,0.0,5.225,0.0,-49.225,801.625,5.225,757.625
2026-02-12 13:00:00+00:00,0.0,38.05,785.475,0.0,3.3,0.0,-38.05,785.475,3.3,750.725
2026-02-12 14:00:00+00:00,0.0,53.35,819.25,0.0,0.15,0.175,-53.35,819.25,-0.024999999999999994,765.875
2026-02-12 15:00:00+00:00,0.0,39.475,814.2,0.0,0.0,0.3,-39.475,814.2,-0.3,774.4250000000001
2026-02-12 16:00:00+00:00,0.0,21.375,818.35,0.0,0.0,11.375,-21.375,818.35,-11.375,785.6
2026-02-12 17:00:00+00:00,0.0,22.925,823.4,0.0,0.0,7.65,-22.925,823.4,-7.65,792.825
2026-02-12 18:00:00+00:00,0.0,24.3,815.15,0.0,0.0,3.45,-24.3,815.15,-3.45,787.4
2026-02-12 19:00:00+00:00,0.0,11.75,820.45,0.0,0.0,0.1,-11.75,820.45,-0.1,808.6
2026-02-12 20:00:00+00:00,0.0,11.75,823.075,0.0,0.0,6.55,-11.75,823.075,-6.55,804.7750000000001
2026-02-12 21:00:00+00:00,0.0,2.075,944.0,0.0,0.0,103.3,-2.075,944.0,-103.3,838.625
2026-02-12 22:00:00+00:00,0.15,0.0,1024.025,0.0,0.0,178.4,0.15,1024.025,-178.4,845.7750000000002
2026-02-12 23:00:00+00:00,0.0,60.025,847.55,0.0,0.0,18.275,-60.025,847.55,-18.275,769.25
2026-02-13 00:00:00+00:00,0.0,23.1,837.575,0.0,0.0,7.875,-23.1,837.575,-7.875,806.6
2026-02-13 01:00:00+00:00,0.0,22.425,872.45,0.0,0.0,12.3,-22.425,872.45,-12.3,837.7250000000001
2026-02-13 02:00:00+00:00,0.0,62.25,936.775,0.0,0.0,20.25,-62.25,936.775,-20.25,854.275
2026-02-13 03:00:00+00:00,0.0,3.95,875.475,0.0,5.65,0.5,-3.95,875.475,5.15,876.675
2026-02-13 04:00:00+00:00,0.0,0.15,877.75,0.0,0.0,0.125,-0.15,877.75,-0.125,877.475
2026-02-13 05:00:00+00:00,0.575,0.0,843.675,0.0,0.25,0.075,0.575,843.675,0.175,844.425
2026-02-13 06:00:00+00:00,0.0,125.875,925.1,0.0,0.075,0.275,-125.875,925.1,-0.2,799.025
2026-02-13 07:00:00+00:00,0.0,157.85,938.75,0.0,0.0,0.3,-157.85,938.75,-0.3,780.6
2026-02-13 08:00:00+00:00,0.0,128.3,888.0,0.0,0.0,0.3,-128.3,888.0,-0.3,759.4000000000001
2026-02-13 09:00:00+00:00,0.0,170.8,942.75,0.0,0.125,0.25,-170.8,942.75,-0.125,771.825
2026-02-13 10:00:00+00:00,0.0,220.375,976.8,0.0,0.0,0.3,-220.375,976.8,-0.3,756.125
2026-02-13 11:00:00+00:00,0.0,22.75,855.525,0.0,0.0,35.1,-22.75,855.525,-35.1,797.675
2026-02-13 12:00:00+00:00,0.0,37.05,822.5,0.0,0.0,1.575,-37.05,822.5,-1.575,783.875
2026-02-13 13:00:00+00:00,0.0,29.725,821.525,0.0,0.0,0.325,-29.725,821.525,-0.325,791.4749999999999
2026-02-13 14:00:00+00:00,0.0,28.175,807.9,0.0,0.0,0.25,-28.175,807.9,-0.25,779.475
2026-02-13 15:00:00+00:00,0.0,3.975,823.65,0.0,0.175,0.175,-3.975,823.65,0.0,819.675
2026-02-13 16:00:00+00:00,0.0,0.025,824.45,0.0,0.0,0.175,-0.025,824.45,-0.175,824.2500000000001
2026-02-13 17:00:00+00:00,0.075,0.35,856.1,0.0,0.2,0.05,-0.27499999999999997,856.1,0.15000000000000002,855.975
2026-02-13 18:00:00+00:00,0.0,3.325,839.475,0.0,0.0,0.15,-3.325,839.475,-0.15,836.0
2026-02-13 19:00:00+00:00,0.0,6.675,853.45,0.0,0.0,0.3,-6.675,853.45,-0.3,846.4750000000001
2026-02-13 20:00:00+00:00,0.0,6.575,901.95,0.0,0.075,0.025,-6.575,901.95,0.049999999999999996,895.425
2026-02-13 21:00:00+00:00,0.0,5.225,939.225,0.0,0.0,9.3,-5.225,939.225,-9.3,924.7
2026-02-13 22:00:00+00:00,0.0,0.975,1016.3,0.0,0.0,49.125,-0.975,1016.3,-49.125,966.1999999999999
2026-02-13 23:00:00+00:00,0.0,12.45,977.8,0.0,0.575,0.225,-12.45,977.8,0.35,965.6999999999999
2026-02-14 00:00:00+00:00,0.0,11.95,1005.225,0.0,0.025,0.05,-11.95,1005.225,-0.025,993.25
2026-02-14 01:00:00+00:00,0.0,12.4,1004.15,0.0,0.1,0.225,-12.4,1004.15,-0.125,991.625
2026-02-14 02:00:00+00:00,0.0,13.625,1008.375,0.0,0.975,0.025,-13.625,1008.375,0.95,995.7
2026-02-14 03:00:00+00:00,0.0,30.45,1009.825,0.0,0.0,0.25,-30.45,1009.825,-0.25,979.125
2026-02-14 04:00:00+00:00,0.0,18.325,942.175,0.0,3.55,0.05,-18.325,942.175,3.5,927.3499999999999
2026-02-14 05:00:00+00:00,0.0,4.55,865.3,0.0,0.5,0.0,-4.55,865.3,0.5,861.25
2026-02-14 06:00:00+00:00,0.0,32.45,839.425,0.0,0.0,0.2,-32.45,839.425,-0.2,806.7749999999999
2026-02-14 07:00:00+00:00,0.0,19.95,871.525,0.0,0.0,0.3,-19.95,871.525,-0.3,851.275
2026-02-14 08:00:00+00:00,0.0,13.125,895.8,0.0,0.0,0.325,-13.125,895.8,-0.325,882.3499999999999
2026-02-14 09:00:00+00:00,0.0,2.525,801.125,0.0,0.0,0.25,-2.525,801.125,-0.25,798.35
2026-02-14 10:00:00+00:00,0.0,84.725,839.55,0.0,11.75,0.15,-84.725,839.55,11.6,766.425
2026-02-14 11:00:00+00:00,0.0,0.1,775.8,0.0,7.3,0.0,-0.1,775.8,7.3,782.9999999999999
2026-02-14 12:00:00+00:00,0.0,3.05,767.275,0.0,8.2,0.0,-3.05,767.275,8.2,772.4250000000001
2026-02-14 13:00:00+00:00,0.0,1.55,760.2,0.0,7.5,0.0,-1.55,760.2,7.5,766.1500000000001
2026-02-14 14:00:00+00:00,0.0,4.2,771.15,0.0,0.15,0.075,-4.2,771.15,0.075,767.025
2026-02-14 15:00:00+00:00,0.0,23.35,801.65,0.0,0.0,0.175,-23.35,801.65,-0.175,778.125
2026-02-14 16:00:00+00:00,0.0,5.875,858.875,0.0,0.0,0.05,-5.875,858.875,-0.05,852.95
2026-02-14 17:00:00+00:00,0.0,0.0,868.4,0.0,0.0,0.0,0.0,868.4,0.0,868.4
2026-02-14 18:00:00+00:00,0.0,0.0,866.7,0.0,0.0,0.0,0.0,866.7,0.0,866.7
2026-02-14 19:00:00+00:00,0.0,0.0,855.525,0.0,0.0,0.0,0.0,855.525,0.0,855.525
2026-02-14 20:00:00+00:00,0.0,0.0,928.425,0.0,0.0,0.0,0.0,928.425,0.0,928.425
2026-02-14 21:00:00+00:00,24.55,0.0,967.675,0.0,0.0,0.0,24.55,967.675,0.0,992.2249999999999
2026-02-14 22:00:00+00:00,54.125,0.0,1023.025,0.0,0.0,0.025,54.125,1023.025,-0.025,1077.125
2026-02-14 23:00:00+00:00,31.875,0.0,926.325,0.0,0.0,8.625,31.875,926.325,-8.625,949.575
2026-02-15 00:00:00+00:00,114.675,0.0,917.6,0.0,0.075,0.05,114.675,917.6,0.024999999999999994,1032.3000000000002
2026-02-15 01:00:00+00:00,174.875,0.0,895.275,0.0,0.0,3.25,174.875,895.275,-3.25,1066.9
2026-02-15 02:00:00+00:00,160.175,0.0,897.1,0.0,0.0,0.975,160.175,897.1,-0.975,1056.3000000000002
2026-02-15 03:00:00+00:00,225.525,0.0,860.225,0.0,0.0,3.025,225.525,860.225,-3.025,1082.725
2026-02-15 04:00:00+00:00,361.525,0.0,813.9,0.0,0.0,28.55,361.525,813.9,-28.55,1146.875
2026-02-15 05:00:00+00:00,433.65,0.0,717.075,0.0,0.0,11.55,433.65,717.075,-11.55,1139.175
2026-02-15 06:00:00+00:00,673.825,0.0,449.875,0.0,0.0,20.75,673.825,449.875,-20.75,1102.95
2026-02-15 07:00:00+00:00,760.55,0.0,374.225,0.0,0.0,16.4,760.55,374.225,-16.4,1118.375
2026-02-15 08:00:00+00:00,401.6,0.0,677.475,0.0,0.0,26.475,401.6,677.475,-26.475,1052.6000000000001
2026-02-15 09:00:00+00:00,0.025,13.3,1084.725,0.0,0.0,152.575,-13.275,1084.725,-152.575,918.8749999999998
2026-02-15 10:00:00+00:00,2.775,0.0,1101.225,0.0,0.0,137.15,2.775,1101.225,-137.15,966.85
2026-02-15 11:00:00+00:00,0.0,6.65,1121.675,0.0,0.0,93.725,-6.65,1121.675,-93.725,1021.2999999999998
2026-02-15 12:00:00+00:00,0.775,5.125,1124.7,0.0,0.0,107.5,-4.35,1124.7,-107.5,1012.8500000000001
2026-02-15 13:00:00+00:00,0.35,8.575,1094.625,0.0,0.0,131.15,-8.225,1094.625,-131.15,955.2500000000001
2026-02-15 14:00:00+00:00,1.9,4.0,1048.275,0.0,0.0,103.15,-2.1,1048.275,-103.15,943.0250000000002
2026-02-15 15:00:00+00:00,0.0,4.175,984.275,0.0,0.0,72.475,-4.175,984.275,-72.475,907.625
2026-02-15 16:00:00+00:00,0.0,0.0,997.275,0.0,0.0,5.3,0.0,997.275,-5.3,991.975
2026-02-15 17:00:00+00:00,0.0,0.0,965.175,0.0,0.0,67.85,0.0,965.175,-67.85,897.3249999999999
2026-02-15 18:00:00+00:00,0.0,11.75,1010.2,0.0,0.0,202.1,-11.75,1010.2,-202.1,796.35
2026-02-15 19:00:00+00:00,0.0,0.0,1000.95,0.0,0.0,392.125,0.0,1000.95,-392.125,608.825
2026-02-15 20:00:00+00:00,0.0,1.5,1008.425,0.0,0.0,413.75,-1.5,1008.425,-413.75,593.175
2026-02-15 21:00:00+00:00,0.225,0.025,830.75,0.0,0.0,436.175,0.2,830.75,-436.175,394.77500000000003
2026-02-15 22:00:00+00:00,1.0,0.0,752.7,0.0,0.0,580.15,1.0,752.7,-580.15,173.55000000000007
2026-02-15 23:00:00+00:00,12.875,0.0,631.575,0.0,0.0,452.35,12.875,631.575,-452.35,192.10000000000002
2026-02-16 00:00:00+00:00,45.275,0.0,651.275,0.0,0.0,408.75,45.275,651.275,-408.75,287.79999999999995
2026-02-16 01:00:00+00:00,71.275,0.0,614.55,0.0,0.0,402.35,71.275,614.55,-402.35,283.4749999999999
2026-02-16 02:00:00+00:00,42.0,0.0,615.375,0.0,0.0,436.025,42.0,615.375,-436.025,221.35000000000002
2026-02-16 03:00:00+00:00,34.775,0.0,612.7,0.0,0.0,458.475,34.775,612.7,-458.475,189.0
2026-02-16 04:00:00+00:00,10.4,0.0,673.35,0.0,0.0,408.175,10.4,673.35,-408.175,275.575
2026-02-16 05:00:00+00:00,44.95,0.0,842.45,0.0,0.0,409.675,44.95,842.45,-409.675,477.7250000000001
2026-02-16 06:00:00+00:00,8.25,0.0,856.675,0.0,0.0,274.625,8.25,856.675,-274.625,590.3
2026-02-16 07:00:00+00:00,0.0,0.0,848.075,0.0,0.0,191.5,0.0,848.075,-191.5,656.575
2026-02-16 08:00:00+00:00,0.0,0.0,839.85,0.0,0.0,223.85,0.0,839.85,-223.85,616.0
2026-02-16 09:00:00+00:00,3.875,0.0,982.1,0.0,0.0,179.0,3.875,982.1,-179.0,806.975
2026-02-16 10:00:00+00:00,10.35,0.0,1074.425,0.0,0.0,202.175,10.35,1074.425,-202.175,882.5999999999999
2026-02-16 11:00:00+00:00,0.05,0.0,1066.25,0.0,0.0,154.45,0.05,1066.25,-154.45,911.8499999999999
2026-02-16 12:00:00+00:00,0.0,0.0,1106.725,0.0,0.0,168.125,0.0,1106.725,-168.125,938.5999999999999
2026-02-16 13:00:00+00:00,0.0,0.0,1113.475,0.0,0.0,273.55,0.0,1113.475,-273.55,839.925
2026-02-16 14:00:00+00:00,5.0,0.0,1069.225,0.0,0.0,265.675,5.0,1069.225,-265.675,808.55
2026-02-16 15:00:00+00:00,0.475,0.0,917.075,0.0,0.0,231.95,0.475,917.075,-231.95,685.6000000000001
2026-02-16 16:00:00+00:00,0.325,0.0,706.075,0.0,0.0,61.175,0.325,706.075,-61.175,645.2250000000001
2026-02-16 17:00:00+00:00,0.85,0.0,628.625,0.0,0.0,0.0,0.85,628.625,0.0,629.475
2026-02-16 18:00:00+00:00,0.0,0.0,609.2,0.0,0.0,0.0,0.0,609.2,0.0,609.2
2026-02-16 19:00:00+00:00,6.325,0.0,495.4,0.0,0.0,128.55,6.325,495.4,-128.55,373.17499999999995
2026-02-16 20:00:00+00:00,29.375,0.0,644.325,0.0,0.0,371.0,29.375,644.325,-371.0,302.70000000000005
2026-02-16 21:00:00+00:00,0.45,0.0,528.525,0.0,0.0,523.5,0.45,528.525,-523.5,5.475000000000023
2026-02-16 22:00:00+00:00,0.0,0.05,494.45,0.0,0.0,674.0,-0.05,494.45,-674.0,-179.60000000000002
2026-02-16 23:00:00+00:00,0.325,1.375,433.05,0.0,0.0,1165.35,-1.05,433.05,-1165.35,-733.3499999999999
2026-02-17 00:00:00+00:00,6.125,0.0,559.4,0.0,0.0,1245.2,6.125,559.4,-1245.2,-679.6750000000001
2026-02-17 01:00:00+00:00,11.175,0.0,515.325,0.0,0.0,1201.175,11.175,515.325,-1201.175,-674.675
2026-02-17 02:00:00+00:00,13.45,0.0,520.95,0.0,0.0,1165.95,13.45,520.95,-1165.95,-631.55
2026-02-17 03:00:00+00:00,4.55,0.0,570.375,0.0,0.0,1116.325,4.55,570.375,-1116.325,-541.4000000000001
2026-02-17 04:00:00+00:00,1.625,0.0,736.725,0.0,0.0,711.675,1.625,736.725,-711.675,26.675000000000068
2026-02-17 05:00:00+00:00,0.0,0.0,851.0,0.0,0.0,260.025,0.0,851.0,-260.025,590.975
2026-02-17 06:00:00+00:00,0.1,0.0,969.75,0.0,0.0,291.8,0.1,969.75,-291.8,678.05
2026-02-17 07:00:00+00:00,0.0,0.0,907.375,0.0,0.0,233.925,0.0,907.375,-233.925,673.45
2026-02-17 08:00:00+00:00,0.0,0.0,869.425,0.0,0.0,258.925,0.0,869.425,-258.925,610.5
2026-02-17 09:00:00+00:00,0.0,0.0,908.9,0.0,0.0,213.325,0.0,908.9,-213.325,695.575
2026-02-17 10:00:00+00:00,0.0,0.0,907.95,0.0,0.0,168.975,0.0,907.95,-168.975,738.975
2026-02-17 11:00:00+00:00,0.0,0.0,897.525,0.0,0.0,93.925,0.0,897.525,-93.925,803.6
2026-02-17 12:00:00+00:00,0.0,0.0,922.725,0.0,0.0,108.975,0.0,922.725,-108.975,813.75
2026-02-17 13:00:00+00:00,0.0,0.0,870.1,0.0,0.0,111.775,0.0,870.1,-111.775,758.325
2026-02-17 14:00:00+00:00,0.0,0.0,825.1,0.0,0.0,74.9,0.0,825.1,-74.9,750.2
2026-02-17 15:00:00+00:00,0.0,0.0,786.75,0.0,0.0,7.675,0.0,786.75,-7.675,779.075
2026-02-17 16:00:00+00:00,0.0,0.0,735.525,0.0,0.0,0.0,0.0,735.525,0.0,735.525
2026-02-17 17:00:00+00:00,0.0,0.0,739.075,0.0,0.0,0.0,0.0,739.075,0.0,739.075
2026-02-17 18:00:00+00:00,0.0,0.0,793.25,0.0,0.0,0.0,0.0,793.25,0.0,793.25
2026-02-17 19:00:00+00:00,0.0,0.0,830.575,0.0,0.0,31.1,0.0,830.575,-31.1,799.475
2026-02-17 20:00:00+00:00,0.0,0.725,992.875,0.0,0.0,88.325,-0.725,992.875,-88.325,903.8249999999999
2026-02-17 21:00:00+00:00,0.175,0.0,1019.0,0.0,0.0,99.325,0.175,1019.0,-99.325,919.8499999999999
2026-02-17 22:00:00+00:00,1.075,0.0,925.075,0.0,0.0,4.625,1.075,925.075,-4.625,921.5250000000001
2026-02-17 23:00:00+00:00,0.0,27.1,931.95,0.0,0.0,0.25,-27.1,931.95,-0.25,904.6
2026-02-18 00:00:00+00:00,0.0,4.975,1008.475,0.0,0.0,0.075,-4.975,1008.475,-0.075,1003.425
2026-02-18 01:00:00+00:00,156.475,0.0,907.275,0.0,0.0,0.05,156.475,907.275,-0.05,1063.7
2026-02-18 02:00:00+00:00,238.15,0.0,844.05,0.0,1.375,0.0,238.15,844.05,1.375,1083.575
2026-02-18 03:00:00+00:00,432.275,0.0,729.325,0.0,0.325,0.0,432.275,729.325,0.325,1161.925
2026-02-18 04:00:00+00:00,535.65,0.0,643.625,0.0,0.125,0.225,535.65,643.625,-0.1,1179.1750000000002
2026-02-18 05:00:00+00:00,667.1,0.0,538.025,0.0,0.0,0.3,667.1,538.025,-0.3,1204.825
2026-02-18 06:00:00+00:00,693.925,0.0,502.3,0.0,0.0,25.725,693.925,502.3,-25.725,1170.5
2026-02-18 07:00:00+00:00,608.85,0.0,594.9,0.0,0.0,30.525,608.85,594.9,-30.525,1173.225
2026-02-18 08:00:00+00:00,478.375,0.0,590.075,0.0,0.0,0.0,478.375,590.075,0.0,1068.45
2026-02-18 09:00:00+00:00,533.25,0.0,587.025,0.0,0.0,0.125,533.25,587.025,-0.125,1120.15
2026-02-18 10:00:00+00:00,485.475,0.0,578.9,0.0,0.0,0.1,485.475,578.9,-0.1,1064.275
2026-02-18 11:00:00+00:00,414.3,0.0,652.2,0.0,0.0,0.1,414.3,652.2,-0.1,1066.4
2026-02-18 12:00:00+00:00,438.1,0.0,584.05,0.0,0.0,0.1,438.1,584.05,-0.1,1022.05
2026-02-18 13:00:00+00:00,466.375,0.0,557.325,0.0,0.0,0.1,466.375,557.325,-0.1,1023.6
2026-02-18 14:00:00+00:00,434.025,0.0,566.875,0.0,0.0,0.125,434.025,566.875,-0.125,1000.775
2026-02-18 15:00:00+00:00,573.875,0.0,408.575,0.0,0.0,0.3,573.875,408.575,-0.3,982.1500000000001
2026-02-18 16:00:00+00:00,656.75,0.0,397.025,0.0,0.0,0.325,656.75,397.025,-0.325,1053.45
2026-02-18 17:00:00+00:00,667.6,0.0,405.875,0.0,0.65,0.225,667.6,405.875,0.42500000000000004,1073.8999999999999
2026-02-18 18:00:00+00:00,613.725,0.0,461.225,0.0,0.0,0.325,613.725,461.225,-0.325,1074.625
2026-02-18 19:00:00+00:00,472.95,0.0,587.1,0.0,0.15,0.15,472.95,587.1,0.0,1060.05
2026-02-18 20:00:00+00:00,495.225,0.0,577.575,0.0,0.0,0.325,495.225,577.575,-0.325,1072.4750000000001
2026-02-18 21:00:00+00:00,440.85,0.0,619.55,0.0,0.0,0.325,440.85,619.55,-0.325,1060.075
2026-02-18 22:00:00+00:00,423.3,0.0,643.85,0.0,0.0,0.225,423.3,643.85,-0.225,1066.9250000000002
2026-02-18 23:00:00+00:00,486.875,0.0,670.5,0.0,0.0,0.175,486.875,670.5,-0.175,1157.2
2026-02-19 00:00:00+00:00,562.675,0.0,646.25,0.0,0.0,0.375,562.675,646.25,-0.375,1208.55
2026-02-19 01:00:00+00:00,634.45,0.0,616.3,0.0,0.175,0.15,634.45,616.3,0.024999999999999994,1250.775
2026-02-19 02:00:00+00:00,702.325,0.0,579.875,0.0,0.15,0.225,702.325,579.875,-0.07500000000000001,1282.125
2026-02-19 03:00:00+00:00,733.95,0.0,537.775,0.0,1.175,0.0,733.95,537.775,1.175,1272.8999999999999
2026-02-19 04:00:00+00:00,698.875,0.0,524.65,0.0,0.0,12.55,698.875,524.65,-12.55,1210.9750000000001
2026-02-19 05:00:00+00:00,928.925,0.0,226.55,0.0,0.0,0.325,928.925,226.55,-0.325,1155.1499999999999
2026-02-19 06:00:00+00:00,1209.2,0.0,74.6,0.0,0.0,41.5,1209.2,74.6,-41.5,1242.3
2026-02-19 07:00:00+00:00,1203.125,0.0,4.25,0.0,0.0,1.775,1203.125,4.25,-1.775,1205.6
2026-02-19 08:00:00+00:00,1199.575,0.0,52.75,0.0,0.0,10.8,1199.575,52.75,-10.8,1241.525
2026-02-19 09:00:00+00:00,1186.95,0.0,100.6,0.0,0.0,49.55,1186.95,100.6,-49.55,1238.0
2026-02-19 10:00:00+00:00,1091.125,0.0,145.375,0.0,0.0,33.375,1091.125,145.375,-33.375,1203.125
2026-02-19 11:00:00+00:00,1050.325,0.0,190.325,0.0,0.0,6.725,1050.325,190.325,-6.725,1233.9250000000002
2026-02-19 12:00:00+00:00,1129.1,0.0,134.125,0.0,0.0,0.0,1129.1,134.125,0.0,1263.225
2026-02-19 13:00:00+00:00,1092.6,0.0,168.925,0.0,0.0,0.0,1092.6,168.925,0.0,1261.5249999999999
2026-02-19 14:00:00+00:00,1204.725,0.0,20.15,0.0,0.0,0.0,1204.725,20.15,0.0,1224.875
2026-02-19 15:00:00+00:00,1204.35,0.0,0.725,0.0,0.0,0.0,1204.35,0.725,0.0,1205.0749999999998
2026-02-19 16:00:00+00:00,1256.45,0.0,0.0,0.0,0.0,0.0,1256.45,0.0,0.0,1256.45
